// Disenchant - Different order of rarities because of item inheritance sheningans

// Legendary Dust Creation
data "Object 1" "Enchant_Crystal3"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "WPN_Spear_e"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft4"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft4"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_Spear4_1"
data "ResultAmount 1" "1"
data "Result 1" "WPN_Spear_l"
data "PreviewStatsID" "WPN_Spear_l"
data "PreviewIcon" "WPN_Spear"

new ItemCombination "arc_Sickle4"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal3"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "WPN_Sickle_e"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft4"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft4"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_Sickle4_1"
data "ResultAmount 1" "1"
data "Result 1" "WPN_Sickle_l"
data "PreviewStatsID" "WPN_Sickle_l"
data "PreviewIcon" "WPN_Sickle"

new ItemCombination "arc_Shield4"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal3"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "ARM_Shield_e"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft4"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft4"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_Shield4_1"
data "ResultAmount 1" "1"
data "Result 1" "ARM_Shield_l"
data "PreviewStatsID" "ARM_Shield_l"
data "PreviewIcon" "ARM_Shield"

new ItemCombination "arc_Maul4"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal3"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "WPN_Maul_e"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft4"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft4"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_Maul4_1"
data "ResultAmount 1" "1"
data "Result 1" "WPN_Maul_l"
data "PreviewStatsID" "WPN_Maul_l"
data "PreviewIcon" "WPN_Maul"


new ItemCombination "arc_N_Radiant4"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal3"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "arc_N_Radiant3"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft4"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft4"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_N_Radiant4_1"
data "ResultAmount 1" "1"
data "Result 1" "arc_N_Radiant4"
data "PreviewStatsID" "arc_N_Radiant4"
data "PreviewIcon" "arc_N_Radiant4"

new ItemCombination "arc_N_Force4"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal3"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "arc_N_Force3"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft4"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft4"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_N_Force4_1"
data "ResultAmount 1" "1"
data "Result 1" "arc_N_Force4"
data "PreviewStatsID" "arc_N_Force4"
data "PreviewIcon" "arc_N_Force4"

new ItemCombination "arc_N_Lightning4"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal3"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "arc_N_Lightning3"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft4"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft4"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_N_Lightning4_1"
data "ResultAmount 1" "1"
data "Result 1" "arc_N_Lightning4"
data "PreviewStatsID" "arc_N_Lightning4"
data "PreviewIcon" "arc_N_Lightning4"

new ItemCombination "arc_N_Fire4"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal3"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "arc_N_Fire3"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft4"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft4"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_N_Fire4_1"
data "ResultAmount 1" "1"
data "Result 1" "arc_N_Fire4"
data "PreviewStatsID" "arc_N_Fire4"
data "PreviewIcon" "arc_N_Fire4"

new ItemCombination "arc_N_Cold4"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal3"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "arc_N_Cold3"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft4"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft4"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_N_Cold4_1"
data "ResultAmount 1" "1"
data "Result 1" "arc_N_Cold4"
data "PreviewStatsID" "arc_N_Cold4"
data "PreviewIcon" "arc_N_Cold4"

new ItemCombination "arc_N_Necrotic4"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal3"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "arc_N_Necrotic3"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft4"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft4"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_N_Necrotic4_1"
data "ResultAmount 1" "1"
data "Result 1" "arc_N_Necrotic4"
data "PreviewStatsID" "arc_N_Necrotic4"
data "PreviewIcon" "arc_N_Necrotic4"

new ItemCombination "arc_N_Warrior4"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal3"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "arc_N_Warrior3"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft4"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft4"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_N_Warrior4_1"
data "ResultAmount 1" "1"
data "Result 1" "arc_N_Warrior4"
data "PreviewStatsID" "arc_N_Warrior4"
data "PreviewIcon" "arc_N_Warrior4"

new ItemCombination "arc_N_Acid4"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal3"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "arc_N_Acid3"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft4"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft4"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_N_Acid4_1"
data "ResultAmount 1" "1"
data "Result 1" "arc_N_Acid4"
data "PreviewStatsID" "arc_N_Acid4"
data "PreviewIcon" "arc_N_Acid4"

new ItemCombination "arc_N_Thunder4"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal3"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "arc_N_Thunder3"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft4"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft4"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_N_Thunder4_1"
data "ResultAmount 1" "1"
data "Result 1" "arc_N_Thunder4"
data "PreviewStatsID" "arc_N_Thunder4"
data "PreviewIcon" "arc_N_Thunder4"

new ItemCombination "arc_N_Psychic4"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal3"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "arc_N_Psychic3"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft4"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft4"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_N_Psychic4_1"
data "ResultAmount 1" "1"
data "Result 1" "arc_N_Psychic4"
data "PreviewStatsID" "arc_N_Psychic4"
data "PreviewIcon" "arc_N_Psychic4"

new ItemCombination "arc_N_Blood4"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal3"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "arc_N_Blood3"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft4"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft4"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_N_Blood4_1"
data "ResultAmount 1" "1"
data "Result 1" "arc_N_Blood4"
data "PreviewStatsID" "arc_N_Blood4"
data "PreviewIcon" "arc_N_Blood4"

new ItemCombination "arc_N_Underdark4"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal3"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "arc_N_Underdark3"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft4"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft4"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_N_Underdark4_1"
data "ResultAmount 1" "1"
data "Result 1" "arc_N_Underdark4"
data "PreviewStatsID" "arc_N_Underdark4"
data "PreviewIcon" "arc_N_Underdark4"

new ItemCombination "arc_N_Poison4"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal3"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "arc_N_Poison3"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft4"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft4"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_N_Poison4_1"
data "ResultAmount 1" "1"
data "Result 1" "arc_N_Poison4"
data "PreviewStatsID" "arc_N_Poison4"
data "PreviewIcon" "arc_N_Poison4"

new ItemCombination "arc_N_Diamond4"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal3"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "arc_N_Diamond3"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft4"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft4"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_N_Diamond4_1"
data "ResultAmount 1" "1"
data "Result 1" "arc_N_Diamond4"
data "PreviewStatsID" "arc_N_Diamond4"
data "PreviewIcon" "arc_N_Diamond4"

new ItemCombination "arc_R_Radiant4"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal3"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "arc_R_Radiant3"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft4"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft4"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_R_Radiant4_1"
data "ResultAmount 1" "1"
data "Result 1" "arc_R_Radiant4"
data "PreviewStatsID" "arc_R_Radiant4"
data "PreviewIcon" "arc_R_Radiant4"

new ItemCombination "arc_R_Force4"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal3"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "arc_R_Force3"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft4"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft4"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_R_Force4_1"
data "ResultAmount 1" "1"
data "Result 1" "arc_R_Force4"
data "PreviewStatsID" "arc_R_Force4"
data "PreviewIcon" "arc_R_Force4"

new ItemCombination "arc_R_Lightning4"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal3"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "arc_R_Lightning3"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft4"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft4"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_R_Lightning4_1"
data "ResultAmount 1" "1"
data "Result 1" "arc_R_Lightning4"
data "PreviewStatsID" "arc_R_Lightning4"
data "PreviewIcon" "arc_R_Lightning4"

new ItemCombination "arc_R_Fire4"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal3"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "arc_R_Fire3"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft4"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft4"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_R_Fire4_1"
data "ResultAmount 1" "1"
data "Result 1" "arc_R_Fire4"
data "PreviewStatsID" "arc_R_Fire4"
data "PreviewIcon" "arc_R_Fire4"

new ItemCombination "arc_R_Cold4"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal3"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "arc_R_Cold3"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft4"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft4"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_R_Cold4_1"
data "ResultAmount 1" "1"
data "Result 1" "arc_R_Cold4"
data "PreviewStatsID" "arc_R_Cold4"
data "PreviewIcon" "arc_R_Cold4"

new ItemCombination "arc_R_Necrotic4"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal3"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "arc_R_Necrotic3"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft4"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft4"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_R_Necrotic4_1"
data "ResultAmount 1" "1"
data "Result 1" "arc_R_Necrotic4"
data "PreviewStatsID" "arc_R_Necrotic4"
data "PreviewIcon" "arc_R_Necrotic4"

new ItemCombination "arc_R_Warrior4"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal3"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "arc_R_Warrior3"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft4"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft4"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_R_Warrior4_1"
data "ResultAmount 1" "1"
data "Result 1" "arc_R_Warrior4"
data "PreviewStatsID" "arc_R_Warrior4"
data "PreviewIcon" "arc_R_Warrior4"

new ItemCombination "arc_R_Acid4"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal3"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "arc_R_Acid3"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft4"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft4"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_R_Acid4_1"
data "ResultAmount 1" "1"
data "Result 1" "arc_R_Acid4"
data "PreviewStatsID" "arc_R_Acid4"
data "PreviewIcon" "arc_R_Acid4"

new ItemCombination "arc_R_Thunder4"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal3"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "arc_R_Thunder3"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft4"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft4"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_R_Thunder4_1"
data "ResultAmount 1" "1"
data "Result 1" "arc_R_Thunder4"
data "PreviewStatsID" "arc_R_Thunder4"
data "PreviewIcon" "arc_R_Thunder4"

new ItemCombination "arc_R_Psychic4"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal3"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "arc_R_Psychic3"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft4"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft4"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_R_Psychic4_1"
data "ResultAmount 1" "1"
data "Result 1" "arc_R_Psychic4"
data "PreviewStatsID" "arc_R_Psychic4"
data "PreviewIcon" "arc_R_Psychic4"

new ItemCombination "arc_R_Blood4"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal3"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "arc_R_Blood3"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft4"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft4"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_R_Blood4_1"
data "ResultAmount 1" "1"
data "Result 1" "arc_R_Blood4"
data "PreviewStatsID" "arc_R_Blood4"
data "PreviewIcon" "arc_R_Blood4"

new ItemCombination "arc_R_Underdark4"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal3"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "arc_R_Underdark3"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft4"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft4"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_R_Underdark4_1"
data "ResultAmount 1" "1"
data "Result 1" "arc_R_Underdark4"
data "PreviewStatsID" "arc_R_Underdark4"
data "PreviewIcon" "arc_R_Underdark4"

new ItemCombination "arc_R_Poison4"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal3"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "arc_R_Poison3"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft4"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft4"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_R_Poison4_1"
data "ResultAmount 1" "1"
data "Result 1" "arc_R_Poison4"
data "PreviewStatsID" "arc_R_Poison4"
data "PreviewIcon" "arc_R_Poison4"

new ItemCombination "arc_R_Diamond4"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal3"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "arc_R_Diamond3"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft4"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft4"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_R_Diamond4_1"
data "ResultAmount 1" "1"
data "Result 1" "arc_R_Diamond4"
data "PreviewStatsID" "arc_R_Diamond4"
data "PreviewIcon" "arc_R_Diamond4"

new ItemCombination "arc_G_Monk4"
data "Type 1" "Object"
data "Object 1" "Enchant_Crystal3"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "arc_G_Monk3"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "Craft4"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "Craft4"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_G_Monk4_1"
data "ResultAmount 1" "1"
data "Result 1" "arc_G_Monk4"
data "PreviewStatsID" "arc_G_Monk4"
data "PreviewIcon" "arc_G_Monk4"

// Orbs Elemental

new ItemCombination "arc_Orb_Radiant"
data "Type 1" "Object"
data "Object 1" "Celestial_Shard"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "OBJ_Pearl"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "OBJ_Pearl"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "OBJ_Pearl"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_Orb_Radiant_1"
data "ResultAmount 1" "1"
data "Result 1" "Orb_Radiant"
data "PreviewStatsID" "Orb_Radiant"
data "PreviewIcon" "Orb_Radiant"

new ItemCombination "arc_Orb_Force"
data "Type 1" "Object"
data "Object 1" "Celestial_Shard"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "OBJ_Ruby"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "OBJ_Ruby"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "OBJ_Ruby"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_Orb_Force_1"
data "ResultAmount 1" "1"
data "Result 1" "Orb_Force"
data "PreviewStatsID" "Orb_Force"
data "PreviewIcon" "Orb_Force"

new ItemCombination "arc_Orb_Lightning"
data "Type 1" "Object"
data "Object 1" "Celestial_Shard"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "OBJ_Sapphire"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "OBJ_Sapphire"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "OBJ_Sapphire"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_Orb_Lightning_1"
data "ResultAmount 1" "1"
data "Result 1" "Orb_Lightning"
data "PreviewStatsID" "Orb_Lightning"
data "PreviewIcon" "Orb_Lightning"

new ItemCombination "arc_Orb_Fire"
data "Type 1" "Object"
data "Object 1" "Celestial_Shard"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "OBJ_Jacinth"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "OBJ_Jacinth"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "OBJ_Jacinth"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_Orb_Fire_1"
data "ResultAmount 1" "1"
data "Result 1" "Orb_Fire"
data "PreviewStatsID" "Orb_Fire"
data "PreviewIcon" "Orb_Fire"

new ItemCombination "arc_Orb_Cold"
data "Type 1" "Object"
data "Object 1" "Celestial_Shard"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "OBJ_Topaz"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "OBJ_Topaz"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "OBJ_Topaz"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_Orb_Cold_1"
data "ResultAmount 1" "1"
data "Result 1" "Orb_Cold"
data "PreviewStatsID" "Orb_Cold"
data "PreviewIcon" "Orb_Cold"

new ItemCombination "arc_Orb_Necrotic"
data "Type 1" "Object"
data "Object 1" "Celestial_Shard"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "OBJ_Malachite"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "OBJ_Malachite"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "OBJ_Malachite"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_Orb_Necrotic_1"
data "ResultAmount 1" "1"
data "Result 1" "Orb_Necrotic"
data "PreviewStatsID" "Orb_Necrotic"
data "PreviewIcon" "Orb_Necrotic"

new ItemCombination "arc_Orb_Warrior"
data "Type 1" "Object"
data "Object 1" "Celestial_Shard"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "OBJ_Agate"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "OBJ_Agate"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "OBJ_Agate"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_Orb_Warrior_1"
data "ResultAmount 1" "1"
data "Result 1" "Orb_Warrior"
data "PreviewStatsID" "Orb_Warrior"
data "PreviewIcon" "Orb_Warrior"

new ItemCombination "arc_Orb_Acid"
data "Type 1" "Object"
data "Object 1" "Celestial_Shard"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "OBJ_Peridot"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "OBJ_Peridot"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "OBJ_Peridot"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_Orb_Acid_1"
data "ResultAmount 1" "1"
data "Result 1" "Orb_Acid"
data "PreviewStatsID" "Orb_Acid"
data "PreviewIcon" "Orb_Acid"

new ItemCombination "arc_Orb_Thunder"
data "Type 1" "Object"
data "Object 1" "Celestial_Shard"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "OBJ_Crystal_PurpleFluorite_Shard"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "OBJ_Crystal_PurpleFluorite_Shard"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "OBJ_Crystal_PurpleFluorite_Shard"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_Orb_Thunder_1"
data "ResultAmount 1" "1"
data "Result 1" "Orb_Thunder"
data "PreviewStatsID" "Orb_Thunder"
data "PreviewIcon" "Orb_Thunder"

new ItemCombination "arc_Orb_Psychic"
data "Type 1" "Object"
data "Object 1" "Celestial_Shard"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "OBJ_Amethyst"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "OBJ_Amethyst"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "OBJ_Amethyst"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_Orb_Psychic_1"
data "ResultAmount 1" "1"
data "Result 1" "Orb_Psychic"
data "PreviewStatsID" "Orb_Psychic"
data "PreviewIcon" "Orb_Psychic"

new ItemCombination "arc_Orb_Blood"
data "Type 1" "Object"
data "Object 1" "Celestial_Shard"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "OBJ_Bloodstone"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "OBJ_Bloodstone"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "OBJ_Bloodstone"
data "Transform 4" "Consume"

new ItemCombinationResult "arc_Orb_Blood_1"
data "ResultAmount 1" "1"
data "Result 1" "Orb_Blood"
data "PreviewStatsID" "Orb_Blood"
data "PreviewIcon" "Orb_Blood"

new ItemCombination "arc_Orb_Underdark"
data "Type 1" "Object"
data "Object 1" "Celestial_Shard"
data "Combine 1" "Base"
data "Transform 1" "Consume"
data "Type 2" "Object"
data "Object 2" "OBJ_Onyx"
data "Transform 2" "Consume"
data "Type 3" "Object"
data "Object 3" "OBJ_Onyx"
data "Transform 3" "Consume"
data "Type 4" "Object"
data "Object 4" "OBJ_Onyx"
data "Transform 4" "Consume"

